sell_id,price
1101228730,659498.229876156
1100912634,812772.9192294201
1101037972,692214.4683297598
1100575026,645750.7175559794
1100937408,765216.7427881431
1101218501,788107.9951126836
1100658222,871605.1966087568
1100165896,452744.11608805094
1099639378,645629.9488064656
1100768262,1867840.2786667638
1100549428,959089.7503140743
1099119749,460783.02061816864
1101117342,1101184.5058626246
1101179448,1538958.2149990564
1101297715,1957281.037226331
1101064868,1731436.717552396
1101317804,755169.5232842789
1101140033,1461320.1578245482
1101213155,1552691.3218141312
1101111488,655862.7872122037
1100768272,1850609.3650333337
1100421544,1903611.9441778485
1100722458,765787.0605121716
1101197164,479458.12928096636
1101306824,1731754.9840068931
1101308288,537030.1639661591
1101304285,761081.8233235618
1101300724,596069.4771659764
1101231413,780440.6232919723
1099639548,580620.2414120157
1100067940,560570.7192571111
1100961472,644430.8508180311
1101312910,586611.4014410184
1100322368,936640.8380035931
1101223694,322484.54076011025
1100894230,580923.1327155448
1100845262,561894.0511809873
1099074356,727992.9512359238
1099988176,370253.6101598416
1100042244,360001.4536507215
1101309690,690200.1309685374
1101224473,689103.1171118735
1101242401,246810.6677345856
1100836784,999630.7823196448
1100422398,618734.455969661
1101306219,688805.585736603
1101300574,2508622.523052758
1101315619,693120.3564908197
1101314339,993460.187749874
1100097290,1092168.663962667
1101311288,847281.5708805368
1101308178,1069123.6947898392
1100946856,494860.1223075269
1100796864,611835.5488221416
1101200833,834283.3754346172
1101317802,657254.0280561509
1101130347,1274392.3428365602
1101307735,1978083.8624770197
1101313751,450263.230152685
1100182840,1994133.1886699013
1101316944,643483.5225972739
1100700050,658727.5199018096
1101231212,666351.2893266899
1098838700,323885.30756999255
1101164707,512873.7811548073
1101314333,1021479.3019045249
1101197137,941931.9974636852
1101164320,337009.70790578285
1101303664,393127.9124900084
1101255674,369975.5436127657
1100988616,729621.9357342521
1101006422,583055.0475253286
1101063150,742624.4303147463
1101218500,463947.5781073158
1100528772,71994.62638325559
1101276634,993236.72699484
1101308609,560810.6685647373
1101307192,1874486.3040775198
1101241664,1105317.035270948
1101126989,1053944.7746155106
1101288529,931293.2322211458
1100900694,980287.1391230959
1100023440,287975.2887118807
1101032064,1887285.3834833747
1101318094,576019.5742068767
1101310157,694523.6400871655
1101315490,621276.4332128491
1101313536,436155.82331921003
1101314332,741423.3548869686
1100644680,326437.42782496486
1101306825,1110096.77863135
1101300848,1108307.3465259327
1101255863,1086289.9258830182
1100331688,521559.16045603517
1101259960,557291.5615938284
1100946562,666866.7023795473
1101133971,627194.6064783068
1101300725,426441.04985035403
1101313226,1323829.3555531495
1101190444,710809.4007846173
1101307712,890205.2725948498
1100853384,266813.39665349555
1101078714,463801.9675415299
1101164710,1047223.6804883503
1101179450,520981.92821853096
1100804182,370677.9324679692
1099149402,378449.87730037974
1101309349,1119991.9394799802
1101251474,1084537.345299902
1101311981,1763529.8159940427
1100864328,574148.331626965
1101006252,602658.647101528
1100891940,328172.17247424764
1101112088,331912.18536495505
1101305249,619355.3332864526
1101091869,559154.3798628657
1101307736,1911418.856007578
1101305455,791356.3847758825
1100879336,621572.5542448482
1101318340,509098.08378194366
1101318437,793110.1374279236
1100491772,518984.7796767981
1101318318,693247.0703767301
1101149022,487009.6560434109
1101307737,674270.482017925
1101303126,823465.3873961793
1101305239,659717.237685139
1101300723,618821.2454125718
1101051298,1374040.8107981489
1101306698,728720.508734422
1101301811,198863.9693218513
1100647816,540525.8623659038
1101109897,1289327.3890439789
1101301999,584014.1940485379
1101166335,1879200.017531717
1101317178,399860.8058561271
1101306765,338158.7299106448
1101208381,787685.7621001259
1101289088,1513626.0133743365
1100550988,678896.7641340127
1101228729,501223.03217180574
1101302471,839066.9963756243
1101301998,776429.4565084081
1101313227,1055928.9689622142
1101302131,498905.1479439222
1101297111,296088.35833353974
1101300783,958933.1385575512
1099526678,525557.70311845
1101296061,423014.48935043503
1101306699,273012.7483917177
1101313541,1520763.969802625
1101318528,1024704.9434178902
1101081978,1638394.9588792983
1101313442,2837514.468629132
1101291784,1280825.4887539747
1101284907,772186.6548036058
1101295706,632661.7800334292
1101293758,1454424.6444733725
1099911448,652799.4035563796
1101296031,294917.5872484306
1101290178,477017.7045338459
1101295714,813851.1948055408
1101241145,1029808.9514927331
1101279352,825775.3284412354
1101082771,789404.2007139439
1097203184,452431.53175044514
1101316899,587474.8420873665
1101287458,849559.8620133935
1100773120,257218.52438683162
1101315853,844673.9525271369
1099961964,756746.123814108
1101163282,334215.0715020593
1101295358,802521.8578863327
1101216203,350881.3028928386
1100983440,340768.21129281784
1100525252,848932.2644405039
1100959630,791187.5830492328
1101282844,1177593.9225309184
1099996508,556625.2371941099
1101315743,241538.20383158003
1100999858,747928.0590151317
1101291783,655204.3119254297
1101284979,443946.1998990902
1100397208,642059.5556468751
1101120365,532258.947426997
1101189161,534657.1149417642
1100380624,906671.9965071477
1100687646,677655.1853086528
1101281560,704019.731134031
1100190708,1027446.8603445545
1101314075,374341.64473597595
1101285355,552027.6761531178
1101285356,571827.1028582185
1100512280,1281949.4311908325
1101094061,532032.5133272769
1100365512,662809.4453582326
1101190109,588129.0747386363
1101021218,2261188.7023443496
1101313538,225999.40311925442
1100632838,685733.0329557933
1101285657,381378.2087719534
1101283189,546461.3934164764
1101282265,600778.3887707064
1101312640,730695.1749423378
1101252047,654046.4138993598
1097381176,529315.3269239602
1101314669,514429.47119125014
1101282447,409821.7829158487
1101294007,282174.94764408434
1101286653,503712.4291472358
1101278794,606632.7429025002
1101028608,807412.6971816294
1101312384,520149.05844264117
1101286821,522793.06064998783
1101242888,580477.8840025655
1101281734,2186849.000135958
1100518644,1016474.995149514
1100338458,683553.7708229874
1101285084,644284.7580042057
1101285174,881210.0421361898
1100966120,713993.567495416
1101131494,620154.5160637172
1100966944,616760.5679408571
1101136734,779158.451876215
1101138183,788061.0279760758
1101277014,953112.4145206832
1100210074,1592662.3249304227
1101282527,625491.8714524392
1101277647,861465.6486986146
1101272241,269736.0368161885
1101271132,762936.3497540024
1101179469,1337039.314818054
1101310818,657180.2311113902
1101280324,574257.531434195
1101286781,441548.41999451653
1100315624,216093.50188655232
1101309796,815440.8971995262
1099915158,587105.2127377631
1101285322,552561.0911562905
1101273372,1835373.7273401688
1100895678,766272.2900364891
1101313365,498874.4489202624
1101233228,802057.8864021582
1097472394,904869.8182231062
1101099430,522260.6255056083
1101149682,556763.7098207213
1101275394,1769586.3986516106
1100912350,532543.716875602
1100277906,791583.2685572632
1100966114,661798.1712272211
1101282128,695004.0611498356
1101270366,761442.4654452276
1101276477,607124.0984536515
1101283732,546357.6424604645
1101269075,1085007.816608298
1101271642,494360.0502018064
1101309463,1272912.0241070217
1101274739,1921078.473006002
1101267776,1149315.4949075829
1100980952,1116933.4933145256
1101180015,507385.05031052115
1101137832,1383032.2639257803
1101276726,1321352.6591237907
1101271590,957343.8612901404
1101267105,1624179.0611921952
1101051060,663689.0628084913
1101130857,2019885.2058812396
1099983566,398278.5414075581
1100794742,509804.964945951
1101276820,431035.70928702835
1100334998,436012.44036660076
1100993258,1468902.099207114
1100816918,317217.43994186335
1101276072,695465.8863404569
1101307018,765130.6514922058
1100604462,568442.0755651672
1101270269,769019.4876679156
1101260906,1855659.9538721363
1101276310,1550577.829252626
1101179477,1901831.372678846
1101272003,655762.7243431576
1101268549,434074.61146508117
1100610304,806817.6539828097
1100771366,204135.33631924022
1101310730,573532.3633479784
1101266987,1153663.3811896082
1101310682,269510.72185578913
1101258995,1257366.431335707
1101265613,573158.7606729429
1101135747,508680.90212014
1100662506,519999.2824484784
1101276853,535241.1542667055
1101178925,515254.867357781
1101311125,518469.81343070976
1101263648,818911.7366291526
1101260288,348215.8948500489
1101094517,1287305.9468465997
1101264191,1041986.4987071503
1101135750,401781.73942614155
1101092715,802715.0617737495
1101260776,1134418.6386019192
1099671810,1091837.1895614348
1101309940,269460.5565089222
1101061580,532605.0943361061
1101121539,883280.6391137737
1101190602,785325.9110320429
1100999856,580783.557374539
1101258206,751550.5687664998
1101254552,617848.9618283889
1100606256,876979.2266111029
1101080699,512412.7251428299
1101244920,732120.870486112
1101255582,653682.8108843446
1101255508,964091.9908572574
1101227668,230484.74195793914
1099984682,170349.16083056288
1101250731,419767.6134674028
1101247820,616376.3630954962
1101256064,743481.0312826979
1099690586,1052690.7710927313
1101254356,478312.8248892107
1101248780,709041.2970069607
1101244608,510652.55209869065
1101246591,365575.9832460986
1101243435,1103456.7263323993
1101241452,1201294.7430227534
1101239464,1068952.706916511
1101244825,494082.511663939
1100750414,646551.6498361678
1101242982,891543.1294573593
1101237475,2144448.284061198
1101241611,781804.2641748233
1101237476,516364.8972599471
1101238018,266158.8922816781
1101244609,514608.3800544296
1101239499,1390643.574424993
1101241556,501046.97822327923
1101241861,1036900.7504301387
1100935804,715643.7094900209
1101244922,569230.895238502
1101237474,697160.8043458699
1101241515,444949.84295244695
1101240987,605323.3543269555
1101239470,757712.5222785422
1100310522,797708.8558149529
1101227219,901876.292321887
1101240976,593076.3383813144
1101235330,371860.34503018414
1101234831,1638149.6682939767
1101239493,1959343.5855347253
1101225372,621616.8662981719
1101294013,960619.0924207885
1101226821,1068810.2046719678
1101084679,455821.01451436325
1101229396,784021.2788321236
1100848968,512674.20056771353
1101307800,271337.4476722579
1101231544,638144.5843320846
1101231045,559026.2772913835
1101224649,537106.0898491989
1101221249,792899.927292631
1101230287,407091.288188714
1101227510,839420.7194779601
1101231041,633815.2752288706
1101224951,601453.6179809015
1101231690,533805.9705156914
1101223177,461011.9094206252
1101229429,1365228.495943962
1101304208,1215674.5660656278
1101306547,1194309.4618172492
1101231482,595417.2600960025
1101224950,770222.2862456761
1101221684,364015.99966476706
1101221039,431756.7341300781
1101225562,578505.2480151112
1101216297,679297.9431529307
1101220117,1217853.8168440028
1101215400,230366.9358220639
1101219620,537410.4317094078
1100914212,1696751.2688056978
1101185557,1674216.4969045434
1101305711,709770.2165102377
1101219981,401129.1652886785
1101219621,538389.6005277468
1101210299,1828241.6094061828
1101215109,764891.2318702765
1101219977,312985.5031931996
1101306844,521656.8220553549
1101209529,2104220.395372871
